*SUMMARY : KSGC3038SN FINNEY COUNTY MODELING                                       DSSAT Cropping System Model Ver. 4.7.1.001 -release      JUL 23, 2019; 16:38:07

!IDENTIFIERS......................... EXPERIMENT AND TREATMENT.......... SITE INFORMATION............ DATES..........................................  DRY WEIGHT, YIELD AND YIELD COMPONENTS........................................  WATER...............................................  NITROGEN............................................  PHOSPHORUS............  POTASSIUM.............  ORGANIC MATTER..........................................    WATER PRODUCTIVITY..................................................    NITROGEN PRODUCTIVITY...........  SEASONAL ENVIRONMENTAL DATA (Planting to harvest)..............
@   RUNNO   TRNO R# O# C# CR MODEL... EXNAME.. TNAM..................... FNAM.... WSTA.... SOIL_ID...    SDAT    PDAT    EDAT    ADAT    MDAT    HDAT  DWAP    CWAM    HWAM    HWAH    BWAH  PWAM    HWUM    H#AM    H#UM  HIAM  LAIX  IR#M  IRCM  PRCM  ETCM  EPCM  ESCM  ROCM  DRCM  SWXM  NI#M  NICM  NFXM  NUCM  NLCM  NIAM  CNAM  GNAM N2OEC  PI#M  PICM  PUPC  SPAM  KI#M  KICM  KUPC  SKAM  RECM  ONTAM   ONAM  OPTAM   OPAM   OCTAM    OCAM   CO2EC    DMPPM    DMPEM    DMPTM    DMPIM     YPPM     YPEM     YPTM     YPIM    DPNAM    DPNUM    YPNAM    YPNUM  NDCH TMAXA TMINA SRADA DAYLA   CO2A   PRCP   ETCP   ESCP   EPCP
     2017     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD9601 KS00000005 1996061 1996130 1996138 1996212 1996301 1996301   -99   31600   19635   19635   12039 25440  0.3594    5463   718.8 0.621   4.5    11   275   457   720   494   225     8    10   229     1   250     0   415     1    36   329   276   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19762  19762      0      0  226022  226022     -99     75.2     48.3     63.9    114.9     46.8     30.0     39.7     71.4    126.4     76.1     78.5     47.3   171  27.8  12.4  26.2  13.3  380.0  420.0  654.5  160.1  494.3
     2018     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD9701 KS00000005 1997061 1997130 1997138 1997213 1997283 1997283   -99   27742   15239   15239   12574 20551  0.3127    4873   641.2 0.549   4.5     9   225   513   740   494   246    33    51   158     1   250     0   371     3    55   284   237   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19777  19777      0      0  226217  226217     -99     59.7     41.2     56.2    123.3     32.8     22.6     30.9     67.7    111.0     74.8     61.0     41.1   153  29.4  14.6  27.2  13.6  380.0  464.3  673.1  181.6  493.5
     2019     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD9801 KS00000005 1998061 1998130 1998137 1998200 1998259 1998259   -99   25793   14366   14366   11484 19131  0.2732    5258   691.8 0.557   3.6     9   225   420   699   445   254    11    15   163     1   250     0   357     0    55   293   242   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19785  19785      0      0  226208  226208     -99     86.3     43.3     57.9    114.6     48.0     24.1     32.3     63.8    103.2     72.2     57.5     40.2   129  32.0  15.5  29.5  13.9  380.0  299.0  595.9  153.0  445.3
     2020     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD9901 KS00000005 1999061 1999130 1999139 1999211 1999288 1999288   -99   25623   14634   14634   11061 19673  0.2896    5053   664.9 0.571   4.4    10   250   516   789   461   328    15    49   151     1   250     0   327     3    82   245   204   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19794  19794      0      0  226534  226534     -99     66.4     38.8     55.5    102.5     37.9     22.2     31.7     58.5    102.5     78.4     58.5     44.8   158  29.0  13.7  27.0  13.5  380.0  385.9  659.7  198.7  461.3
     2021     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0001 KS00000005 2000061 2000130 2000137 2000209 2000266 2000266   -99   24173   11705   11705   12541 17066  0.1984    5900   776.4 0.484   4.5    10   250   349   684   446   238     4    70    81     1   250     0   305     1    92   225   183   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19803  19803      0      0  226661  226661     -99    149.4     43.5     54.2     96.7     72.3     21.1     26.2     46.8     96.7     79.3     46.8     38.4   136  32.9  15.4  29.0  13.8  380.0  161.8  555.5  110.8  446.2
     2022     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0101 KS00000005 2001061 2001130 2001136 2001208 2001272 2001272   -99   23720   13209   13209   10583 17672  0.2375    5561   731.7 0.557   4.3    10   250   470   781   475   307    21   105    51     1   250     0   257     6   126   190   157   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19811  19811      0      0  226740  226740     -99     65.8     35.1     50.0     94.9     36.6     19.5     27.8     52.8     94.9     92.3     52.8     51.4   142  31.9  15.2  28.8  13.8  380.0  360.7  675.8  203.1  474.7
     2023     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0201 KS00000005 2002061 2002130 2002139 2002208 2002275 2002275   -99   25138   14925   14925   10286 18647  0.2919    5113   672.7 0.594   4.6    11   275   239   654   475   179     0     0    96     1   250     0   322     0    75   240   203   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19808  19808      0      0  226802  226802     -99    133.1     42.4     52.9     91.4     79.1     25.2     31.4     54.3    100.6     78.1     59.7     46.4   145  31.4  15.3  28.2  13.7  380.0  188.8  592.6  119.3  475.3
     2024     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0301 KS00000005 2003061 2003130 2003138 2003210 2003283 2003283   -99   21915   12504   12504    9475 15243  0.3111    4019   528.9 0.571   3.9    11   275   382   734   432   302     4    33   121     1   250     0   316     1    83   236   193   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226647  226647     -99     79.0     34.6     50.8     79.7     45.1     19.8     29.0     45.5     87.7     69.4     50.0     39.6   153  30.2  14.1  27.7  13.6  380.0  277.5  632.8  202.7  431.8
     2025     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0401 KS00000005 2004061 2004130 2004139 2004216 2004307 2004307   -99   31633   19262   19262   12446 25145  0.3446    5589   735.4 0.609   4.6    10   250   576   769   523   246    18    48   230     1   250     0   421     2    39   322   265   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19755  19755      0      0  225973  225973     -99     67.5     47.2     60.5    126.5     41.1     28.7     36.8     77.0    126.5     75.1     77.0     45.8   177  28.1  12.4  26.2  13.2  380.0  468.4  670.3  147.3  523.1
     2026     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0501 KS00000005 2005061 2005130 2005138 2005207 2005271 2005271   -99   26375   15017   15017   11430 20300  0.2812    5341   702.7 0.569   4.4     9   225   344   728   492   236     4     5    75     1   250     0   299     0   106   224   191   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19797  19797      0      0  226586  226586     -99     88.0     40.1     53.6    117.2     50.1     22.9     30.5     66.7    105.5     88.2     60.1     50.2   141  31.6  15.0  28.8  13.8  380.0  299.8  657.0  167.1  492.3
     2027     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0601 KS00000005 2006061 2006130 2006139 2006207 2006277 2006277   -99   29176   18001   18001   11253 22190  0.3204    5619   739.3 0.617   4.7    10   250   386   766   540   226     4     0   105     1   250     0   377     0    56   287   247   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19775  19775      0      0  226304  226304     -99     95.7     43.3     54.0    116.7     59.1     26.7     33.3     72.0    116.7     77.4     72.0     47.7   147  31.5  14.9  28.3  13.7  380.0  304.8  673.7  136.0  540.2
     2028     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0701 KS00000005 2007061 2007130 2007137 2007210 2007270 2007270   -99   23583   12052   12052   11598 16370  0.2253    5350   704.0 0.511   4.3     9   225   367   701   450   251     3    14   117     1   250     0   315     0    85   233   182   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19802  19802      0      0  226606  226606     -99     94.6     40.9     52.4    104.8     48.3     20.9     26.8     53.6     94.3     74.9     48.2     38.3   140  31.5  15.4  28.9  13.8  380.0  249.3  576.3  128.7  450.2
     2029     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0801 KS00000005 2008061 2008130 2008140 2008210 2008285 2008285   -99   26454   15985   15985   10541 20144  0.3014    5304   697.9 0.604   4.5    12   300   296   731   500   230     2     0    95     1   250     0   313     0    90   229   194   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19805  19805      0      0  226806  226806     -99    124.9     41.0     52.9     88.2     75.5     24.8     31.9     53.3    105.8     84.5     63.9     51.1   155  30.2  13.9  27.7  13.6  380.0  211.8  644.5  145.6  500.4
     2030     70  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_10              FNYCO001 GRRD0901 KS00000005 2009061 2009130 2009139 2009208 2009292 2009292   -99   27624   16685   16685   11005 21790  0.3202    5210   685.6 0.604   4.2    12   300   474   780   486   294    11    50   165     1   250     0   353     1    57   270   226   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19798  19798      0      0  226668  226668     -99     87.9     42.0     56.8     92.1     53.1     25.4     34.3     55.6    110.5     78.3     66.7     47.3   162  28.3  12.5  26.5  13.5  380.0  314.1  657.2  171.3  485.9
     2031     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8101 KS00000005 1981061 1981130 1981143 1981212 1981289 1981289   -99   29687   18277   18277   11482 23500  0.3189    5730   754.0 0.616   4.4    10   250   396   751   486   265     4    17   113     1   250     0   351     1    64   272   237   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19791  19791      0      0  226540  226540     -99    107.1     45.9     61.1    118.7     65.9     28.3     37.6     73.1    118.7     84.6     73.1     52.1   159  28.7  13.7  27.0  13.5  380.0  277.3  646.8  161.5  486.0
     2032     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8201 KS00000005 1982061 1982130 1982140 1982216 1982307 1982307   -99   28483   17627   17627   10922 22433  0.3233    5452   717.4 0.619   4.3     9   225   487   761   460   301    14    39   140     1   250     0   366     1    60   288   245   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19781  19781      0      0  226371  226371     -99     70.3     41.9     61.9    126.6     43.5     25.9     38.3     78.3    113.9     77.8     70.5     48.2   177  27.1  12.3  25.8  13.2  380.0  405.3  679.3  218.9  460.4
     2033     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8301 KS00000005 1983061 1983130 1983145 1983222 1983294 1983294   -99   15226    7382    7382    7917  9454  0.2754    2680   352.6 0.485   4.2     9   225   354   691   336   354     2    39    90     1   250     0   247     1   135   174   125   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19813  19813      0      0  226797  226797     -99     56.2     25.7     45.3     67.7     27.3     12.5     22.0     32.8     60.9     61.6     29.5     29.9   164  29.3  13.6  27.0  13.4  380.0  270.7  592.8  256.7  336.2
     2034     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8401 KS00000005 1984061 1984130 1984137 1984211 1984285 1984285   -99   18757    9287    9287    9539 13031  0.1953    4754   625.5 0.495   4.0    10   250   326   648   349   300     2    28   136     1   250     0   276     0   102   196   156   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19827  19827      0      0  227030  227030     -99    117.5     37.4     53.8     75.0     58.2     18.5     26.6     37.1     75.0     68.0     37.1     33.6   155  30.0  13.8  27.9  13.6  380.0  159.7  502.1  153.3  348.9
     2035     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8501 KS00000005 1985061 1985130 1985140 1985214 1985280 1985280   -99   26564   15659   15659   10972 20844  0.2753    5688   748.4 0.589   4.2     9   225   430   697   460   237    15    17   169     1   250     0   352     0    59   265   221   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19797  19797      0      0  226596  226596     -99     83.6     44.8     57.8    118.1     49.3     26.4     34.1     69.6    106.3     75.5     62.6     44.5   150  29.0  13.0  27.9  13.6  380.0  317.8  592.5  133.0  459.5
     2036     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8601 KS00000005 1986061 1986130 1986137 1986210 1986282 1986282   -99   27416   16217   16217   11270 21052  0.2807    5777   760.1 0.591   4.5     9   225   312   697   474   223     5     0    77     1   250     0   323     0    90   247   214   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19791  19791      0      0  226548  226548     -99    103.1     43.3     57.9    121.8     61.0     25.6     34.2     72.1    109.7     84.9     64.9     50.2   152  29.6  15.0  27.5  13.6  380.0  265.9  632.8  160.8  473.7
     2037     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8701 KS00000005 1987061 1987130 1987136 1987214 1987306 1987306   -99   27283   15374   15374   11991 20407  0.2788    5515   725.7 0.563   4.8     9   225   464   796   501   295    10    46    80     1   250     0   330     1    84   228   191   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19803  19803      0      0  226920  226920     -99     80.0     39.3     54.5    121.3     45.1     22.1     30.7     68.3    109.1     82.7     61.5     46.6   176  28.3  12.8  26.6  13.2  380.0  340.9  694.7  194.2  500.5
     2038     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8801 KS00000005 1988061 1988130 1988136 1988210 1988279 1988279   -99   15274    6475    6475    8869  7989  0.2819    2297   302.2 0.424   4.2     9   225   260   594   354   240     0     2   131     1   250     0   257     0   133   185   113   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19805  19805      0      0  226534  226534     -99     76.4     29.7     43.1     67.9     32.4     12.6     18.3     28.8     61.1     59.4     25.9     25.2   149  30.5  14.6  27.3  13.7  380.0  200.0  514.2  160.5  354.3
     2039     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD8901 KS00000005 1989061 1989130 1989140 1989216 1989298 1989298   -99   27026   15558   15558   11532 21481  0.2981    5219   686.8 0.576   4.1    10   250   469   750   448   302    12    39   157     1   250     0   353     2    63   268   221   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19791  19791      0      0  226554  226554     -99     63.8     39.9     60.3    108.1     36.7     23.0     34.7     62.2    108.1     76.6     62.2     44.1   168  27.0  12.2  26.2  13.4  380.0  423.9  677.7  229.6  448.1
     2040     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD9001 KS00000005 1990061 1990130 1990139 1990216 1990294 1990294   -99   24292   12664   12664   11701 18438  0.2285    5543   729.3 0.521   4.3    11   275   365   739   443   296    12    40    85     1   250     0   291     1   101   199   166   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19818  19818      0      0  227064  227064     -99    102.5     39.6     54.8     88.3     53.5     20.6     28.6     46.1     97.2     83.5     50.7     43.5   164  29.4  13.3  27.4  13.4  380.0  236.9  614.1  171.0  443.1
     2041     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD9101 KS00000005 1991061 1991130 1991136 1991205 1991277 1991277   -99   28092   16554   16554   11609 21984  0.2913    5683   747.8 0.589   4.4     9   225   422   749   497   252    13    39    89     1   250     0   323     2    79   243   211   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226683  226683     -99     79.8     42.5     56.5    124.9     47.0     25.1     33.3     73.6    112.4     87.0     66.2     51.3   147  30.4  15.3  28.1  13.7  380.0  352.2  660.4  164.9  496.9
     2042     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD9201 KS00000005 1992061 1992130 1992137 1992223 1992316 1992316   -99   28969   16535   16535   12509 22841  0.3156    5239   689.4 0.571   4.6    10   250   422   744   471   273    10     0   157     1   250     0   410     0    42   315   248   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19766  19766      0      0  226248  226248     -99     72.5     42.1     61.5    115.9     41.4     24.0     35.1     66.1    115.9     70.7     66.1     40.3   186  25.7  11.3  25.2  13.1  380.0  399.4  688.6  217.7  470.9
     2043     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD9301 KS00000005 1993061 1993130 1993139 1993214 1993309 1993309   -99   29049   17190   17190   11932 22964  0.3175    5414   712.3 0.592   4.5    11   275   511   797   486   312    10    25   189     1   250     0   375     0    46   289   229   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19796  19796      0      0  226624  226624     -99     73.5     42.4     59.8    105.6     43.5     25.1     35.4     62.5    116.2     77.5     68.8     45.8   179  26.8  11.9  26.0  13.2  380.0  395.0  685.4  199.7  485.7
     2044     71  1  1  0 MZ MZCER047 KSGC3038 75%_IFREQ_12              FNYCO001 GRRD9401 KS00000005 1994061 1994130 1994137 1994208 1994289 1994289   -99   29143   16765   16765   12452 22725  0.2952    5680   747.4 0.575   4.6    10   250   432   794   530   264     3    12   112     1   250     0   345     0    72   251   215   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19793  19793      0      0  226627  226627     -99     81.2     41.2     55.0    116.6     46.7     23.7     31.6     67.1    116.6     84.5     67.1     48.6   159  30.1  13.5  27.8  13.5  380.0  359.1  707.7  178.3  530.2
